time,l_leg_hip_yaw_joint,l_leg_hip_roll_joint,l_leg_hip_pitch_joint,l_leg_knee_joint,l_leg_ankle_pitch_joint,l_leg_ankle_roll_joint,r_leg_hip_yaw_joint,r_leg_hip_roll_joint,r_leg_hip_pitch_joint,r_leg_knee_joint,r_leg_ankle_pitch_joint,r_leg_ankle_roll_joint
2.125,0.4605,0,0,0,0,0,0,0,0,0,0,0
2.13,0.459,0,0,0,0,0,0,0,0,0,0,0
2.135,0.4575,0,0,0,0,0,0,0,0,0,0,0
2.14,0.456,0,0,0,0,0,0,0,0,0,0,0
2.145,0.4545,0,0,0,0,0,0,0,0,0,0,0
2.15,0.453,0,0,0,0,0,0,0,0,0,0,0
2.155,0.4515,0,0,0,0,0,0,0,0,0,0,0
2.16,0.45,0,0,0,0,0,0,0,0,0,0,0
2.165,0.4485,0,0,0,0,0,0,0,0,0,0,0
2.17,0.447,0,0,0,0,0,0,0,0,0,0,0
2.175,0.4455,0,0,0,0,0,0,0,0,0,0,0
2.18,0.444,0,0,0,0,0,0,0,0,0,0,0
2.185,0.4425,0,0,0,0,0,0,0,0,0,0,0
2.19,0.441,0,0,0,0,0,0,0,0,0,0,0
2.195,0.4395,0,0,0,0,0,0,0,0,0,0,0
2.2,0.438,0,0,0,0,0,0,0,0,0,0,0
2.205,0.4365,0,0,0,0,0,0,0,0,0,0,0
2.21,0.435,0,0,0,0,0,0,0,0,0,0,0
2.215,0.4335,0,0,0,0,0,0,0,0,0,0,0
2.22,0.432,0,0,0,0,0,0,0,0,0,0,0
2.225,0.4305,0,0,0,0,0,0,0,0,0,0,0
2.23,0.429,0,0,0,0,0,0,0,0,0,0,0
2.235,0.4275,0,0,0,0,0,0,0,0,0,0,0
2.24,0.426,0,0,0,0,0,0,0,0,0,0,0
2.245,0.4245,0,0,0,0,0,0,0,0,0,0,0
2.25,0.423,0,0,0,0,0,0,0,0,0,0,0
2.255,0.4215,0,0,0,0,0,0,0,0,0,0,0
2.26,0.42,0,0,0,0,0,0,0,0,0,0,0
2.265,0.4185,0,0,0,0,0,0,0,0,0,0,0
2.27,0.417,0,0,0,0,0,0,0,0,0,0,0
2.275,0.4155,0,0,0,0,0,0,0,0,0,0,0
2.28,0.414,0,0,0,0,0,0,0,0,0,0,0
2.285,0.4125,0,0,0,0,0,0,0,0,0,0,0
2.29,0.411,0,0,0,0,0,0,0,0,0,0,0
2.295,0.4095,0,0,0,0,0,0,0,0,0,0,0
2.3,0.408,0,0,0,0,0,0,0,0,0,0,0
2.305,0.4065,0,0,0,0,0,0,0,0,0,0,0
2.31,0.405,0,0,0,0,0,0,0,0,0,0,0
2.315,0.4035,0,0,0,0,0,0,0,0,0,0,0
2.32,0.402,0,0,0,0,0,0,0,0,0,0,0
2.325,0.4005,0,0,0,0,0,0,0,0,0,0,0
2.33,0.399,0,0,0,0,0,0,0,0,0,0,0
2.335,0.3975,0,0,0,0,0,0,0,0,0,0,0
2.34,0.396,0,0,0,0,0,0,0,0,0,0,0
2.345,0.3945,0,0,0,0,0,0,0,0,0,0,0
2.35,0.393,0,0,0,0,0,0,0,0,0,0,0
2.355,0.3915,0,0,0,0,0,0,0,0,0,0,0
2.36,0.39,0,0,0,0,0,0,0,0,0,0,0
2.365,0.3885,0,0,0,0,0,0,0,0,0,0,0
2.37,0.387,0,0,0,0,0,0,0,0,0,0,0
2.375,0.3855,0,0,0,0,0,0,0,0,0,0,0
2.38,0.384,0,0,0,0,0,0,0,0,0,0,0
2.385,0.3825,0,0,0,0,0,0,0,0,0,0,0
2.39,0.381,0,0,0,0,0,0,0,0,0,0,0
2.395,0.3795,0,0,0,0,0,0,0,0,0,0,0
2.4,0.378,0,0,0,0,0,0,0,0,0,0,0
2.405,0.3765,0,0,0,0,0,0,0,0,0,0,0
2.41,0.375,0,0,0,0,0,0,0,0,0,0,0
2.415,0.3735,0,0,0,0,0,0,0,0,0,0,0
2.42,0.372,0,0,0,0,0,0,0,0,0,0,0
2.425,0.3705,0,0,0,0,0,0,0,0,0,0,0
2.43,0.369,0,0,0,0,0,0,0,0,0,0,0
2.435,0.3675,0,0,0,0,0,0,0,0,0,0,0
2.44,0.366,0,0,0,0,0,0,0,0,0,0,0
2.445,0.3645,0,0,0,0,0,0,0,0,0,0,0
2.45,0.363,0,0,0,0,0,0,0,0,0,0,0
2.455,0.3615,0,0,0,0,0,0,0,0,0,0,0
2.46,0.36,0,0,0,0,0,0,0,0,0,0,0
2.465,0.3585,0,0,0,0,0,0,0,0,0,0,0
2.47,0.357,0,0,0,0,0,0,0,0,0,0,0
2.475,0.3555,0,0,0,0,0,0,0,0,0,0,0
2.48,0.354,0,0,0,0,0,0,0,0,0,0,0
2.485,0.3525,0,0,0,0,0,0,0,0,0,0,0
2.49,0.351,0,0,0,0,0,0,0,0,0,0,0
2.495,0.3495,0,0,0,0,0,0,0,0,0,0,0
2.5,0.348,0,0,0,0,0,0,0,0,0,0,0
2.505,0.3465,0,0,0,0,0,0,0,0,0,0,0
2.51,0.345,0,0,0,0,0,0,0,0,0,0,0
2.515,0.3435,0,0,0,0,0,0,0,0,0,0,0
2.52,0.342,0,0,0,0,0,0,0,0,0,0,0
2.525,0.3405,0,0,0,0,0,0,0,0,0,0,0
2.53,0.339,0,0,0,0,0,0,0,0,0,0,0
2.535,0.3375,0,0,0,0,0,0,0,0,0,0,0
2.54,0.336,0,0,0,0,0,0,0,0,0,0,0
2.545,0.3345,0,0,0,0,0,0,0,0,0,0,0
2.55,0.333,0,0,0,0,0,0,0,0,0,0,0
2.555,0.3315,0,0,0,0,0,0,0,0,0,0,0
2.56,0.33,0,0,0,0,0,0,0,0,0,0,0
2.565,0.3285,0,0,0,0,0,0,0,0,0,0,0
2.57,0.327,0,0,0,0,0,0,0,0,0,0,0
2.575,0.3255,0,0,0,0,0,0,0,0,0,0,0
2.58,0.324,0,0,0,0,0,0,0,0,0,0,0
2.585,0.3225,0,0,0,0,0,0,0,0,0,0,0
2.59,0.321,0,0,0,0,0,0,0,0,0,0,0
2.595,0.3195,0,0,0,0,0,0,0,0,0,0,0
2.6,0.318,0,0,0,0,0,0,0,0,0,0,0
2.605,0.3165,0,0,0,0,0,0,0,0,0,0,0
2.61,0.315,0,0,0,0,0,0,0,0,0,0,0
2.615,0.3135,0,0,0,0,0,0,0,0,0,0,0
2.62,0.312,0,0,0,0,0,0,0,0,0,0,0
2.625,0.3105,0,0,0,0,0,0,0,0,0,0,0
2.63,0.309,0,0,0,0,0,0,0,0,0,0,0
2.635,0.3075,0,0,0,0,0,0,0,0,0,0,0
2.64,0.306,0,0,0,0,0,0,0,0,0,0,0
2.645,0.3045,0,0,0,0,0,0,0,0,0,0,0
2.65,0.303,0,0,0,0,0,0,0,0,0,0,0
2.655,0.3015,0,0,0,0,0,0,0,0,0,0,0
2.66,0.3,0,0,0,0,0,0,0,0,0,0,0
2.665,0.2985,0,0,0,0,0,0,0,0,0,0,0
2.67,0.297,0,0,0,0,0,0,0,0,0,0,0
2.675,0.2955,0,0,0,0,0,0,0,0,0,0,0
2.68,0.294,0,0,0,0,0,0,0,0,0,0,0
2.685,0.2925,0,0,0,0,0,0,0,0,0,0,0
2.69,0.291,0,0,0,0,0,0,0,0,0,0,0
2.695,0.2895,0,0,0,0,0,0,0,0,0,0,0
2.7,0.288,0,0,0,0,0,0,0,0,0,0,0
2.705,0.2865,0,0,0,0,0,0,0,0,0,0,0
2.71,0.285,0,0,0,0,0,0,0,0,0,0,0
2.715,0.2835,0,0,0,0,0,0,0,0,0,0,0
2.72,0.282,0,0,0,0,0,0,0,0,0,0,0
2.725,0.2805,0,0,0,0,0,0,0,0,0,0,0
2.73,0.279,0,0,0,0,0,0,0,0,0,0,0
2.735,0.2775,0,0,0,0,0,0,0,0,0,0,0
2.74,0.276,0,0,0,0,0,0,0,0,0,0,0
2.745,0.2745,0,0,0,0,0,0,0,0,0,0,0
2.75,0.273,0,0,0,0,0,0,0,0,0,0,0
2.755,0.2715,0,0,0,0,0,0,0,0,0,0,0
2.76,0.27,0,0,0,0,0,0,0,0,0,0,0
2.765,0.2685,0,0,0,0,0,0,0,0,0,0,0
2.77,0.267,0,0,0,0,0,0,0,0,0,0,0
2.775,0.2655,0,0,0,0,0,0,0,0,0,0,0
2.78,0.264,0,0,0,0,0,0,0,0,0,0,0
2.785,0.2625,0,0,0,0,0,0,0,0,0,0,0
2.79,0.261,0,0,0,0,0,0,0,0,0,0,0
2.795,0.2595,0,0,0,0,0,0,0,0,0,0,0
2.8,0.258,0,0,0,0,0,0,0,0,0,0,0
2.805,0.2565,0,0,0,0,0,0,0,0,0,0,0
2.81,0.255,0,0,0,0,0,0,0,0,0,0,0
2.815,0.2535,0,0,0,0,0,0,0,0,0,0,0
2.82,0.252,0,0,0,0,0,0,0,0,0,0,0
2.825,0.2505,0,0,0,0,0,0,0,0,0,0,0
2.83,0.249,0,0,0,0,0,0,0,0,0,0,0
2.835,0.2475,0,0,0,0,0,0,0,0,0,0,0
2.84,0.246,0,0,0,0,0,0,0,0,0,0,0
2.845,0.2445,0,0,0,0,0,0,0,0,0,0,0
2.85,0.243,0,0,0,0,0,0,0,0,0,0,0
2.855,0.2415,0,0,0,0,0,0,0,0,0,0,0
2.86,0.24,0,0,0,0,0,0,0,0,0,0,0
2.865,0.2385,0,0,0,0,0,0,0,0,0,0,0
2.87,0.237,0,0,0,0,0,0,0,0,0,0,0
2.875,0.2355,0,0,0,0,0,0,0,0,0,0,0
2.88,0.234,0,0,0,0,0,0,0,0,0,0,0
2.885,0.2325,0,0,0,0,0,0,0,0,0,0,0
2.89,0.231,0,0,0,0,0,0,0,0,0,0,0
2.895,0.2295,0,0,0,0,0,0,0,0,0,0,0
2.9,0.228,0,0,0,0,0,0,0,0,0,0,0
2.905,0.2265,0,0,0,0,0,0,0,0,0,0,0
2.91,0.225,0,0,0,0,0,0,0,0,0,0,0
2.915,0.2235,0,0,0,0,0,0,0,0,0,0,0
2.92,0.222,0,0,0,0,0,0,0,0,0,0,0
2.925,0.2205,0,0,0,0,0,0,0,0,0,0,0
2.93,0.219,0,0,0,0,0,0,0,0,0,0,0
2.935,0.2175,0,0,0,0,0,0,0,0,0,0,0
2.94,0.216,0,0,0,0,0,0,0,0,0,0,0
2.945,0.2145,0,0,0,0,0,0,0,0,0,0,0
2.95,0.213,0,0,0,0,0,0,0,0,0,0,0
2.955,0.2115,0,0,0,0,0,0,0,0,0,0,0
2.96,0.21,0,0,0,0,0,0,0,0,0,0,0
2.965,0.2085,0,0,0,0,0,0,0,0,0,0,0
2.97,0.207,0,0,0,0,0,0,0,0,0,0,0
2.975,0.2055,0,0,0,0,0,0,0,0,0,0,0
2.98,0.204,0,0,0,0,0,0,0,0,0,0,0
2.985,0.2025,0,0,0,0,0,0,0,0,0,0,0
2.99,0.201,0,0,0,0,0,0,0,0,0,0,0
2.995,0.1995,0,0,0,0,0,0,0,0,0,0,0
3,0.198,0,0,0,0,0,0,0,0,0,0,0
3.005,0.1965,0,0,0,0,0,0,0,0,0,0,0
3.01,0.195,0,0,0,0,0,0,0,0,0,0,0
3.015,0.1935,0,0,0,0,0,0,0,0,0,0,0
3.02,0.192,0,0,0,0,0,0,0,0,0,0,0
3.025,0.1905,0,0,0,0,0,0,0,0,0,0,0
3.03,0.189,0,0,0,0,0,0,0,0,0,0,0
3.035,0.1875,0,0,0,0,0,0,0,0,0,0,0
3.04,0.186,0,0,0,0,0,0,0,0,0,0,0
3.045,0.1845,0,0,0,0,0,0,0,0,0,0,0
3.05,0.183,0,0,0,0,0,0,0,0,0,0,0
3.055,0.1815,0,0,0,0,0,0,0,0,0,0,0
3.06,0.18,0,0,0,0,0,0,0,0,0,0,0
3.065,0.1785,0,0,0,0,0,0,0,0,0,0,0
3.07,0.177,0,0,0,0,0,0,0,0,0,0,0
3.075,0.1755,0,0,0,0,0,0,0,0,0,0,0
3.08,0.174,0,0,0,0,0,0,0,0,0,0,0
3.085,0.1725,0,0,0,0,0,0,0,0,0,0,0
3.09,0.171,0,0,0,0,0,0,0,0,0,0,0
3.095,0.1695,0,0,0,0,0,0,0,0,0,0,0
3.1,0.168,0,0,0,0,0,0,0,0,0,0,0
3.105,0.1665,0,0,0,0,0,0,0,0,0,0,0
3.11,0.165,0,0,0,0,0,0,0,0,0,0,0
3.115,0.1635,0,0,0,0,0,0,0,0,0,0,0
3.12,0.162,0,0,0,0,0,0,0,0,0,0,0
3.125,0.1605,0,0,0,0,0,0,0,0,0,0,0
3.13,0.159,0,0,0,0,0,0,0,0,0,0,0
3.135,0.1575,0,0,0,0,0,0,0,0,0,0,0
3.14,0.156,0,0,0,0,0,0,0,0,0,0,0
3.145,0.1545,0,0,0,0,0,0,0,0,0,0,0
3.15,0.153,0,0,0,0,0,0,0,0,0,0,0
3.155,0.1515,0,0,0,0,0,0,0,0,0,0,0
3.16,0.15,0,0,0,0,0,0,0,0,0,0,0
3.165,0.1485,0,0,0,0,0,0,0,0,0,0,0
3.17,0.147,0,0,0,0,0,0,0,0,0,0,0
3.175,0.1455,0,0,0,0,0,0,0,0,0,0,0
3.18,0.144,0,0,0,0,0,0,0,0,0,0,0
3.185,0.1425,0,0,0,0,0,0,0,0,0,0,0
3.19,0.141,0,0,0,0,0,0,0,0,0,0,0
3.195,0.1395,0,0,0,0,0,0,0,0,0,0,0
3.2,0.138,0,0,0,0,0,0,0,0,0,0,0
3.205,0.1365,0,0,0,0,0,0,0,0,0,0,0
3.21,0.135,0,0,0,0,0,0,0,0,0,0,0
3.215,0.1335,0,0,0,0,0,0,0,0,0,0,0
3.22,0.132,0,0,0,0,0,0,0,0,0,0,0
3.225,0.1305,0,0,0,0,0,0,0,0,0,0,0
3.23,0.129,0,0,0,0,0,0,0,0,0,0,0
3.235,0.1275,0,0,0,0,0,0,0,0,0,0,0
3.24,0.126,0,0,0,0,0,0,0,0,0,0,0
3.245,0.1245,0,0,0,0,0,0,0,0,0,0,0
3.25,0.123,0,0,0,0,0,0,0,0,0,0,0
3.255,0.1215,0,0,0,0,0,0,0,0,0,0,0
3.26,0.12,0,0,0,0,0,0,0,0,0,0,0
3.265,0.1185,0,0,0,0,0,0,0,0,0,0,0
3.27,0.117,0,0,0,0,0,0,0,0,0,0,0
3.275,0.1155,0,0,0,0,0,0,0,0,0,0,0
3.28,0.114,0,0,0,0,0,0,0,0,0,0,0
3.285,0.1125,0,0,0,0,0,0,0,0,0,0,0
3.29,0.111,0,0,0,0,0,0,0,0,0,0,0
3.295,0.1095,0,0,0,0,0,0,0,0,0,0,0
3.3,0.108,0,0,0,0,0,0,0,0,0,0,0
3.305,0.1065,0,0,0,0,0,0,0,0,0,0,0
3.31,0.105,0,0,0,0,0,0,0,0,0,0,0
3.315,0.1035,0,0,0,0,0,0,0,0,0,0,0
3.32,0.102,0,0,0,0,0,0,0,0,0,0,0
3.325,0.1005,0,0,0,0,0,0,0,0,0,0,0
3.33,0.0989999999999999,0,0,0,0,0,0,0,0,0,0,0
3.335,0.0974999999999999,0,0,0,0,0,0,0,0,0,0,0
3.34,0.096,0,0,0,0,0,0,0,0,0,0,0
3.345,0.0945,0,0,0,0,0,0,0,0,0,0,0
3.35,0.093,0,0,0,0,0,0,0,0,0,0,0
3.355,0.0914999999999999,0,0,0,0,0,0,0,0,0,0,0
3.36,0.09,0,0,0,0,0,0,0,0,0,0,0
3.365,0.0884999999999999,0,0,0,0,0,0,0,0,0,0,0
3.37,0.0869999999999999,0,0,0,0,0,0,0,0,0,0,0
3.375,0.0854999999999999,0,0,0,0,0,0,0,0,0,0,0
3.38,0.084,0,0,0,0,0,0,0,0,0,0,0
3.385,0.0825,0,0,0,0,0,0,0,0,0,0,0
3.39,0.081,0,0,0,0,0,0,0,0,0,0,0
3.395,0.0795,0,0,0,0,0,0,0,0,0,0,0
3.4,0.078,0,0,0,0,0,0,0,0,0,0,0
3.405,0.0765,0,0,0,0,0,0,0,0,0,0,0
3.41,0.0749999999999998,0,0,0,0,0,0,0,0,0,0,0
3.415,0.0734999999999999,0,0,0,0,0,0,0,0,0,0,0
3.42,0.072,0,0,0,0,0,0,0,0,0,0,0
3.425,0.0705,0,0,0,0,0,0,0,0,0,0,0
3.43,0.069,0,0,0,0,0,0,0,0,0,0,0
3.435,0.0675,0,0,0,0,0,0,0,0,0,0,0
3.44,0.0659999999999999,0,0,0,0,0,0,0,0,0,0,0
3.445,0.0644999999999999,0,0,0,0,0,0,0,0,0,0,0
3.45,0.0629999999999998,0,0,0,0,0,0,0,0,0,0,0
3.455,0.0614999999999999,0,0,0,0,0,0,0,0,0,0,0
3.46,0.0599999999999999,0,0,0,0,0,0,0,0,0,0,0
3.465,0.0584999999999999,0,0,0,0,0,0,0,0,0,0,0
3.47,0.057,0,0,0,0,0,0,0,0,0,0,0
3.475,0.0555,0,0,0,0,0,0,0,0,0,0,0
3.48,0.0539999999999999,0,0,0,0,0,0,0,0,0,0,0
3.485,0.0524999999999999,0,0,0,0,0,0,0,0,0,0,0
3.49,0.0509999999999998,0,0,0,0,0,0,0,0,0,0,0
3.495,0.0494999999999999,0,0,0,0,0,0,0,0,0,0,0
3.5,0.0479999999999999,0,0,0,0,0,0,0,0,0,0,0
3.505,0.0465,0,0,0,0,0,0,0,0,0,0,0
3.51,0.0449999999999999,0,0,0,0,0,0,0,0,0,0,0
3.515,0.0435,0,0,0,0,0,0,0,0,0,0,0
3.52,0.042,0,0,0,0,0,0,0,0,0,0,0
3.525,0.0405,0,0,0,0,0,0,0,0,0,0,0
3.53,0.0389999999999999,0,0,0,0,0,0,0,0,0,0,0
3.535,0.0374999999999999,0,0,0,0,0,0,0,0,0,0,0
3.54,0.0359999999999999,0,0,0,0,0,0,0,0,0,0,0
3.545,0.0345,0,0,0,0,0,0,0,0,0,0,0
3.55,0.0329999999999999,0,0,0,0,0,0,0,0,0,0,0
3.555,0.0315,0,0,0,0,0,0,0,0,0,0,0
3.56,0.03,0,0,0,0,0,0,0,0,0,0,0
3.565,0.0285,0,0,0,0,0,0,0,0,0,0,0
3.57,0.0269999999999999,0,0,0,0,0,0,0,0,0,0,0
3.575,0.0254999999999999,0,0,0,0,0,0,0,0,0,0,0
3.58,0.0239999999999999,0,0,0,0,0,0,0,0,0,0,0
3.585,0.0225,0,0,0,0,0,0,0,0,0,0,0
3.59,0.0209999999999999,0,0,0,0,0,0,0,0,0,0,0
3.595,0.0195,0,0,0,0,0,0,0,0,0,0,0
3.6,0.018,0,0,0,0,0,0,0,0,0,0,0
3.605,0.0165,0,0,0,0,0,0,0,0,0,0,0
3.61,0.0149999999999999,0,0,0,0,0,0,0,0,0,0,0
3.615,0.0134999999999998,0,0,0,0,0,0,0,0,0,0,0
3.62,0.0119999999999999,0,0,0,0,0,0,0,0,0,0,0
3.625,0.0105,0,0,0,0,0,0,0,0,0,0,0
3.63,0.0089999999999999,0,0,0,0,0,0,0,0,0,0,0
3.635,0.00749999999999995,0,0,0,0,0,0,0,0,0,0,0
3.64,0.00600000000000001,0,0,0,0,0,0,0,0,0,0,0
3.645,0.00450000000000006,0,0,0,0,0,0,0,0,0,0,0
3.65,0.00299999999999989,0,0,0,0,0,0,0,0,0,0,0
3.655,0.00149999999999995,0,0,0,0,0,0,0,0,0,0,0
3.66,0,0,0,0,0,0,0,0,0,0,0,0
3.665,-0.00149999999999997,0,0,0,0,0,0,0,0,0,0,0
3.67,-0.00299999999999994,0,0,0,0,0,0,0,0,0,0,0
3.675,-0.00450000000000004,0,0,0,0,0,0,0,0,0,0,0
3.68,-0.00600000000000001,0,0,0,0,0,0,0,0,0,0,0
3.685,-0.00749999999999997,0,0,0,0,0,0,0,0,0,0,0
3.69,-0.00899999999999994,0,0,0,0,0,0,0,0,0,0,0
3.695,-0.0105,0,0,0,0,0,0,0,0,0,0,0
3.7,-0.012,0,0,0,0,0,0,0,0,0,0,0
3.705,-0.0135,0,0,0,0,0,0,0,0,0,0,0
3.71,-0.0149999999999999,0,0,0,0,0,0,0,0,0,0,0
3.715,-0.0165,0,0,0,0,0,0,0,0,0,0,0
3.72,-0.018,0,0,0,0,0,0,0,0,0,0,0
3.725,-0.0195,0,0,0,0,0,0,0,0,0,0,0
3.73,-0.021,0,0,0,0,0,0,0,0,0,0,0
3.735,-0.0225000000000001,0,0,0,0,0,0,0,0,0,0,0
3.74,-0.024,0,0,0,0,0,0,0,0,0,0,0
3.745,-0.0255,0,0,0,0,0,0,0,0,0,0,0
3.75,-0.027,0,0,0,0,0,0,0,0,0,0,0
3.755,-0.0285000000000001,0,0,0,0,0,0,0,0,0,0,0
3.76,-0.03,0,0,0,0,0,0,0,0,0,0,0
3.765,-0.0315,0,0,0,0,0,0,0,0,0,0,0
3.77,-0.033,0,0,0,0,0,0,0,0,0,0,0
3.775,-0.0345000000000001,0,0,0,0,0,0,0,0,0,0,0
3.78,-0.036,0,0,0,0,0,0,0,0,0,0,0
3.785,-0.0375,0,0,0,0,0,0,0,0,0,0,0
3.79,-0.039,0,0,0,0,0,0,0,0,0,0,0
3.795,-0.0405000000000001,0,0,0,0,0,0,0,0,0,0,0
3.8,-0.042,0,0,0,0,0,0,0,0,0,0,0
3.805,-0.0435,0,0,0,0,0,0,0,0,0,0,0
3.81,-0.045,0,0,0,0,0,0,0,0,0,0,0
3.815,-0.0464999999999999,0,0,0,0,0,0,0,0,0,0,0
3.82,-0.048,0,0,0,0,0,0,0,0,0,0,0
3.825,-0.0495,0,0,0,0,0,0,0,0,0,0,0
3.83,-0.051,0,0,0,0,0,0,0,0,0,0,0
3.835,-0.0524999999999999,0,0,0,0,0,0,0,0,0,0,0
3.84,-0.054,0,0,0,0,0,0,0,0,0,0,0
3.845,-0.0555,0,0,0,0,0,0,0,0,0,0,0
3.85,-0.057,0,0,0,0,0,0,0,0,0,0,0
3.855,-0.0584999999999999,0,0,0,0,0,0,0,0,0,0,0
3.86,-0.0600000000000001,0,0,0,0,0,0,0,0,0,0,0
3.865,-0.0615,0,0,0,0,0,0,0,0,0,0,0
3.87,-0.063,0,0,0,0,0,0,0,0,0,0,0
3.875,-0.0645,0,0,0,0,0,0,0,0,0,0,0
3.88,-0.0660000000000001,0,0,0,0,0,0,0,0,0,0,0
3.885,-0.0675,0,0,0,0,0,0,0,0,0,0,0
3.89,-0.069,0,0,0,0,0,0,0,0,0,0,0
3.895,-0.0705,0,0,0,0,0,0,0,0,0,0,0
3.9,-0.0719999999999999,0,0,0,0,0,0,0,0,0,0,0
3.905,-0.0735,0,0,0,0,0,0,0,0,0,0,0
3.91,-0.075,0,0,0,0,0,0,0,0,0,0,0
3.915,-0.0765,0,0,0,0,0,0,0,0,0,0,0
3.92,-0.0780000000000001,0,0,0,0,0,0,0,0,0,0,0
3.925,-0.0795,0,0,0,0,0,0,0,0,0,0,0
3.93,-0.081,0,0,0,0,0,0,0,0,0,0,0
3.935,-0.0825,0,0,0,0,0,0,0,0,0,0,0
3.94,-0.0839999999999999,0,0,0,0,0,0,0,0,0,0,0
3.945,-0.0855,0,0,0,0,0,0,0,0,0,0,0
3.95,-0.087,0,0,0,0,0,0,0,0,0,0,0
3.955,-0.0885,0,0,0,0,0,0,0,0,0,0,0
3.96,-0.0899999999999999,0,0,0,0,0,0,0,0,0,0,0
3.965,-0.0915,0,0,0,0,0,0,0,0,0,0,0
3.97,-0.093,0,0,0,0,0,0,0,0,0,0,0
3.975,-0.0945,0,0,0,0,0,0,0,0,0,0,0
3.98,-0.0959999999999999,0,0,0,0,0,0,0,0,0,0,0
3.985,-0.0975,0,0,0,0,0,0,0,0,0,0,0
3.99,-0.099,0,0,0,0,0,0,0,0,0,0,0
3.995,-0.1005,0,0,0,0,0,0,0,0,0,0,0
4,-0.102,0,0,0,0,0,0,0,0,0,0,0
4.005,-0.1035,0,0,0,0,0,0,0,0,0,0,0
4.01,-0.105,0,0,0,0,0,0,0,0,0,0,0
4.015,-0.1065,0,0,0,0,0,0,0,0,0,0,0
4.02,-0.108,0,0,0,0,0,0,0,0,0,0,0
4.025,-0.1095,0,0,0,0,0,0,0,0,0,0,0
4.03,-0.111,0,0,0,0,0,0,0,0,0,0,0
4.035,-0.1125,0,0,0,0,0,0,0,0,0,0,0
4.04,-0.114,0,0,0,0,0,0,0,0,0,0,0
4.045,-0.1155,0,0,0,0,0,0,0,0,0,0,0
4.05,-0.117,0,0,0,0,0,0,0,0,0,0,0
4.055,-0.1185,0,0,0,0,0,0,0,0,0,0,0
4.06,-0.12,0,0,0,0,0,0,0,0,0,0,0
4.065,-0.1215,0,0,0,0,0,0,0,0,0,0,0
4.07,-0.123,0,0,0,0,0,0,0,0,0,0,0
4.075,-0.1245,0,0,0,0,0,0,0,0,0,0,0
4.08,-0.126,0,0,0,0,0,0,0,0,0,0,0
4.085,-0.1275,0,0,0,0,0,0,0,0,0,0,0
4.09,-0.129,0,0,0,0,0,0,0,0,0,0,0
4.095,-0.1305,0,0,0,0,0,0,0,0,0,0,0
4.1,-0.132,0,0,0,0,0,0,0,0,0,0,0
4.105,-0.1335,0,0,0,0,0,0,0,0,0,0,0
4.11,-0.135,0,0,0,0,0,0,0,0,0,0,0
4.115,-0.1365,0,0,0,0,0,0,0,0,0,0,0
4.12,-0.138,0,0,0,0,0,0,0,0,0,0,0
4.125,-0.1395,0,0,0,0,0,0,0,0,0,0,0
4.13,-0.141,0,0,0,0,0,0,0,0,0,0,0
4.135,-0.1425,0,0,0,0,0,0,0,0,0,0,0
4.14,-0.144,0,0,0,0,0,0,0,0,0,0,0
4.145,-0.1455,0,0,0,0,0,0,0,0,0,0,0
4.15,-0.147,0,0,0,0,0,0,0,0,0,0,0
4.155,-0.1485,0,0,0,0,0,0,0,0,0,0,0
4.16,-0.15,0,0,0,0,0,0,0,0,0,0,0
4.165,-0.1515,0,0,0,0,0,0,0,0,0,0,0
4.17,-0.153,0,0,0,0,0,0,0,0,0,0,0
4.175,-0.1545,0,0,0,0,0,0,0,0,0,0,0
4.18,-0.156,0,0,0,0,0,0,0,0,0,0,0
4.185,-0.1575,0,0,0,0,0,0,0,0,0,0,0
4.19,-0.159,0,0,0,0,0,0,0,0,0,0,0
4.195,-0.1605,0,0,0,0,0,0,0,0,0,0,0
4.2,-0.162,0,0,0,0,0,0,0,0,0,0,0
4.205,-0.1635,0,0,0,0,0,0,0,0,0,0,0
4.21,-0.165,0,0,0,0,0,0,0,0,0,0,0
4.215,-0.1665,0,0,0,0,0,0,0,0,0,0,0
4.22,-0.168,0,0,0,0,0,0,0,0,0,0,0
4.225,-0.1695,0,0,0,0,0,0,0,0,0,0,0
4.23,-0.171,0,0,0,0,0,0,0,0,0,0,0
4.235,-0.1725,0,0,0,0,0,0,0,0,0,0,0
4.24,-0.174,0,0,0,0,0,0,0,0,0,0,0
4.245,-0.1755,0,0,0,0,0,0,0,0,0,0,0
4.25,-0.177,0,0,0,0,0,0,0,0,0,0,0
4.255,-0.1785,0,0,0,0,0,0,0,0,0,0,0
4.26,-0.18,0,0,0,0,0,0,0,0,0,0,0
4.265,-0.1815,0,0,0,0,0,0,0,0,0,0,0
4.27,-0.183,0,0,0,0,0,0,0,0,0,0,0
4.275,-0.1845,0,0,0,0,0,0,0,0,0,0,0
4.28,-0.186,0,0,0,0,0,0,0,0,0,0,0
4.285,-0.1875,0,0,0,0,0,0,0,0,0,0,0
4.29,-0.189,0,0,0,0,0,0,0,0,0,0,0
4.295,-0.1905,0,0,0,0,0,0,0,0,0,0,0
4.3,-0.192,0,0,0,0,0,0,0,0,0,0,0
4.305,-0.1935,0,0,0,0,0,0,0,0,0,0,0
4.31,-0.195,0,0,0,0,0,0,0,0,0,0,0
4.315,-0.1965,0,0,0,0,0,0,0,0,0,0,0
4.32,-0.198,0,0,0,0,0,0,0,0,0,0,0
