time,cmd_leg_l1_joint,pos_leg_l1_joint,vel_leg_l1_joint,torque_leg_l1_joint,cmd_leg_l2_joint,pos_leg_l2_joint,vel_leg_l2_joint,torque_leg_l2_joint,cmd_leg_l3_joint,pos_leg_l3_joint,vel_leg_l3_joint,torque_leg_l3_joint,cmd_leg_l4_joint,pos_leg_l4_joint,vel_leg_l4_joint,torque_leg_l4_joint,cmd_leg_l5_joint,pos_leg_l5_joint,vel_leg_l5_joint,torque_leg_l5_joint,cmd_leg_l6_joint,pos_leg_l6_joint,vel_leg_l6_joint,torque_leg_l6_joint,cmd_leg_r1_joint,pos_leg_r1_joint,vel_leg_r1_joint,torque_leg_r1_joint,cmd_leg_r2_joint,pos_leg_r2_joint,vel_leg_r2_joint,torque_leg_r2_joint,cmd_leg_r3_joint,pos_leg_r3_joint,vel_leg_r3_joint,torque_leg_r3_joint,cmd_leg_r4_joint,pos_leg_r4_joint,vel_leg_r4_joint,torque_leg_r4_joint,cmd_leg_r5_joint,pos_leg_r5_joint,vel_leg_r5_joint,torque_leg_r5_joint,cmd_leg_r6_joint,pos_leg_r6_joint,vel_leg_r6_joint,torque_leg_r6_joint
0.000000000,0.000000000,0.000146821,0.146427111,0.844431220,0.000000000,-0.000754426,0.001059214,0.232070264,-0.006823000,-0.009985802,-0.015668984,1.223513218,0.424885005,0.348019870,0.373460288,2.213685322,-0.396259993,-0.378096019,-0.411455858,-0.670227437,0.000000000,0.000010485,-0.002488471,-0.007549461,0.000000000,-0.000170827,-0.001604728,0.027371477,-0.435999990,-0.361136479,-0.392875127,-12.367645651,0.000000000,0.004501757,0.000602263,-1.293570066,0.000000000,0.011754962,-0.003145601,-0.720079638,0.000000000,0.006459448,-0.015645526,-0.608510195,0.000000000,0.001330542,0.001492315,-0.138493179
0.001999820,-0.000031000,-0.000146010,-0.146415681,-0.843695296,0.000016000,-0.000755836,-0.000704941,0.190483397,-0.006821000,-0.010015120,-0.014658973,1.253427490,0.424870014,0.348761767,0.370948683,2.200630688,-0.396315992,-0.378916348,-0.410164858,-0.665973157,0.000000000,0.000014016,0.001765420,0.006015012,0.000000000,-0.000174032,-0.001602259,0.027283539,-0.435999990,-0.361922108,-0.392814213,-12.393135815,0.000000000,0.004502932,0.000587300,-1.293224491,0.000000000,0.011748532,-0.003215056,-0.720143285,0.000000000,0.006428166,-0.015641206,-0.608343920,0.000000000,0.001333605,0.001531864,-0.138713837
0.003999639,-0.000061000,0.000146343,0.146176829,0.840239886,0.000031000,-0.000753641,0.001097508,0.235335500,-0.006816000,-0.010044876,-0.014877907,1.239484028,0.424854010,0.349502982,0.370607764,2.170674345,-0.396375000,-0.379723064,-0.403357582,-0.592396340,0.000000000,0.000009567,-0.002224489,-0.006435645,0.000000000,-0.000177251,-0.001609937,0.027611154,-0.435999990,-0.362707000,-0.392446069,-12.171202691,0.000000000,0.004503959,0.000513765,-1.293219918,0.000000000,0.011741954,-0.003289308,-0.719243436,0.000000000,0.006397431,-0.015367238,-0.605194646,0.000000000,0.001334269,0.000332067,-0.139135910
0.005999459,-0.000091000,-0.000145711,-0.146027408,-0.848731144,0.000045000,-0.000754996,-0.000677473,0.198205652,-0.006810000,-0.010070122,-0.012622937,1.254315205,0.424836993,0.350230316,0.363666830,2.125267839,-0.396436006,-0.380500504,-0.388720175,-0.536182458,0.000000000,0.000013388,0.001910178,0.005357302,0.000000000,-0.000180828,-0.001788412,0.027997784,-0.435999990,-0.363490712,-0.391856049,-11.956428085,0.000000000,0.004504818,0.000429310,-1.291848690,0.000000000,0.011735096,-0.003429029,-0.718300115,0.000000000,0.006367623,-0.014904052,-0.602867355,0.000000000,0.001332302,-0.000983487,-0.135792009
0.007999279,-0.000120000,0.000145487,0.145598985,0.831616828,0.000057000,-0.000752888,0.001053624,0.242718530,-0.006802000,-0.010094644,-0.012260975,1.212191545,0.424820006,0.350952179,0.360931483,2.127587075,-0.396499991,-0.381247247,-0.373371488,-0.505390100,0.000000000,0.000008976,-0.002205854,-0.006783661,0.000000000,-0.000184801,-0.001986170,0.029388323,-0.435999990,-0.364272944,-0.391116057,-11.747007489,0.000000000,0.004505393,0.000287851,-1.290182472,0.000000000,0.011728070,-0.003512988,-0.716873791,0.000000000,0.006338981,-0.014321242,-0.601171638,0.000000000,0.001327606,-0.002348302,-0.131853097
0.009999099,-0.000148000,-0.000146034,-0.145760416,-0.851661030,0.000069000,-0.000754422,-0.000766972,0.206374808,-0.006792000,-0.010114109,-0.009732684,1.213248542,0.424802989,0.351657518,0.352669311,2.100360444,-0.396566004,-0.381953872,-0.353312387,-0.480023540,0.000000000,0.000012691,0.001857451,0.005364086,0.000000000,-0.000189394,-0.002296690,0.030930062,-0.435999990,-0.365053219,-0.390137618,-11.541399805,0.000000000,0.004505718,0.000162377,-1.287146440,0.000000000,0.011720746,-0.003661641,-0.715833219,0.000000000,0.006311754,-0.013613169,-0.599933813,0.000000000,0.001320357,-0.003624361,-0.127498263
0.011998918,-0.000176000,-0.000145223,0.000405892,0.824065654,0.000079000,-0.000752511,0.000955551,0.251401823,-0.006781000,-0.010132627,-0.009258934,1.164436532,0.424784988,0.352356001,0.349241492,2.113460358,-0.396634012,-0.382623382,-0.334755154,-0.472308045,0.000000000,0.000008217,-0.002237092,-0.006563335,0.000000000,-0.000194561,-0.002583246,0.033175670,-0.435999990,-0.365831193,-0.388987093,-11.341741799,0.000000000,0.004505717,-0.000000396,-1.284400670,0.000000000,0.011713232,-0.003757268,-0.714314013,0.000000000,0.006286015,-0.012869770,-0.599195235,0.000000000,0.001310560,-0.004898399,-0.123137835
0.013998738,-0.000202000,0.000145176,0.145199104,-0.005575950,0.000089000,-0.000751149,0.000680893,0.214739290,-0.006769000,-0.010147998,-0.007685236,1.162111054,0.424766988,0.353041835,0.342917389,2.092568606,-0.396703988,-0.383251430,-0.314023893,-0.464275515,0.000000000,0.000008409,0.000096023,0.005529633,0.000000000,-0.000200444,-0.002941750,0.035346853,-0.435999990,-0.366606419,-0.387613003,-11.146630238,0.000000000,0.004505427,-0.000145049,-1.280718674,0.000000000,0.011705436,-0.003898079,-0.713159642,0.000000000,0.006261832,-0.012091605,-0.598707353,0.000000000,0.001298498,-0.006031104,-0.118525633
0.015998558,-0.000228000,-0.000146454,-0.145815069,-0.858107112,0.000097000,-0.000753043,-0.000946864,0.223407152,-0.006755000,-0.010158423,-0.005212865,1.134295515,0.424748003,0.353711005,0.334584971,2.093062569,-0.396777004,-0.383836989,-0.292779790,-0.466812949,0.000000000,0.000012394,0.001992684,-0.001122822,0.000000000,-0.000207065,-0.003310521,0.038001326,-0.435999990,-0.367378507,-0.386043637,-10.957356680,0.000000000,0.004504809,-0.000309084,-1.277364309,0.000000000,0.011697419,-0.004008423,-0.711666313,0.000000000,0.006239154,-0.011338636,-0.598475599,0.000000000,0.001284326,-0.007086023,-0.114086285
0.017998378,-0.000252000,-0.000145809,0.000322626,0.815892145,0.000104000,-0.000751343,0.000850121,0.263037627,-0.006740000,-0.010168296,-0.004936108,1.085315888,0.424728990,0.354373964,0.331479105,2.108822142,-0.396851003,-0.384386060,-0.274535288,-0.475409683,0.000000000,0.000007305,-0.002544452,-0.006917810,0.000000000,-0.000214339,-0.003637064,0.040792474,-0.435999990,-0.368147141,-0.384317038,-10.773392227,0.000000000,0.004503850,-0.000479661,-1.273478287,0.000000000,0.011689227,-0.004095780,-0.710375602,0.000000000,0.006217952,-0.010601053,-0.598324411,0.000000000,0.001268211,-0.008057399,-0.109654852
