time,cmd_leg_l1_joint,pos_leg_l1_joint,vel_leg_l1_joint,torque_leg_l1_joint,cmd_leg_l2_joint,pos_leg_l2_joint,vel_leg_l2_joint,torque_leg_l2_joint,cmd_leg_l3_joint,pos_leg_l3_joint,vel_leg_l3_joint,torque_leg_l3_joint,cmd_leg_l4_joint,pos_leg_l4_joint,vel_leg_l4_joint,torque_leg_l4_joint,cmd_leg_l5_joint,pos_leg_l5_joint,vel_leg_l5_joint,torque_leg_l5_joint,cmd_leg_l6_joint,pos_leg_l6_joint,vel_leg_l6_joint,torque_leg_l6_joint,cmd_leg_r1_joint,pos_leg_r1_joint,vel_leg_r1_joint,torque_leg_r1_joint,cmd_leg_r2_joint,pos_leg_r2_joint,vel_leg_r2_joint,torque_leg_r2_joint,cmd_leg_r3_joint,pos_leg_r3_joint,vel_leg_r3_joint,torque_leg_r3_joint,cmd_leg_r4_joint,pos_leg_r4_joint,vel_leg_r4_joint,torque_leg_r4_joint,cmd_leg_r5_joint,pos_leg_r5_joint,vel_leg_r5_joint,torque_leg_r5_joint,cmd_leg_r6_joint,pos_leg_r6_joint,vel_leg_r6_joint,torque_leg_r6_joint
0.000000000,0.000000000,-0.000146531,-0.146238258,-0.843275026,0.000000000,-0.000959593,0.002146232,0.182900638,-0.006823000,-0.008482573,-0.036983992,1.329100239,0.424885005,0.348285288,0.365292893,2.217976997,-0.396259993,-0.378075174,-0.411535029,-0.663808599,0.000000000,0.000011730,0.002037367,0.004588501,0.000000000,-0.000011214,0.000129876,0.000382481,0.000000000,0.000927885,-0.002867113,-0.198355331,0.000000000,0.006253662,-0.022127555,-1.275167752,0.000000000,0.012462865,-0.008745734,-0.724793542,0.000000000,0.006781582,-0.016216799,-0.639229742,0.000000000,0.000004528,-0.000006261,-0.000374280
0.001999820,-0.000031000,0.000145900,0.146215765,0.842596421,0.000016000,-0.000951679,0.003956624,0.224213802,-0.006821000,-0.008558619,-0.038023202,1.308266186,0.424870014,0.349020917,0.367814706,2.241919378,-0.396315992,-0.378900875,-0.412850687,-0.667854786,0.000000000,0.000007585,-0.002072433,-0.006977758,0.000000000,-0.000010933,0.000140443,0.000460860,0.000000000,0.000922120,-0.002882785,-0.198895543,0.000000000,0.006209322,-0.022169814,-1.277068896,0.000000000,0.012445374,-0.008745656,-0.725052204,0.000000000,0.006749135,-0.016223687,-0.639276291,0.000000000,0.000004475,-0.000026798,-0.000439838
0.003999639,-0.000061000,-0.000146189,-0.146044933,-0.845706354,0.000031000,-0.000947307,0.002186421,0.185563153,-0.006816000,-0.008630762,-0.036071250,1.353956397,0.424854010,0.349745406,0.362244443,2.176581417,-0.396375000,-0.379707431,-0.403278167,-0.586324354,0.000000000,0.000011566,0.001990167,0.005125304,0.000000000,-0.000010653,0.000140067,0.000371162,0.000000000,0.000916407,-0.002856265,-0.196902221,0.000000000,0.006165137,-0.022092650,-1.263509713,0.000000000,0.012427377,-0.008998109,-0.723947918,0.000000000,0.006717533,-0.015801234,-0.635977415,0.000000000,0.000004453,-0.000010787,-0.000376033
0.005999459,-0.000091000,0.000145386,0.145787456,0.834964634,0.000045000,-0.000939337,0.003984867,0.228624087,-0.006810000,-0.008702331,-0.035784609,1.331732501,0.424836993,0.350465758,0.360175841,2.169401620,-0.396436006,-0.380489777,-0.391173048,-0.537988113,0.000000000,0.000007437,-0.002064372,-0.006826942,0.000000000,-0.000010325,0.000164006,0.000343428,0.000000000,0.000910683,-0.002862333,-0.195878327,0.000000000,0.006121086,-0.022025632,-1.252695635,0.000000000,0.012408831,-0.009273415,-0.721016749,0.000000000,0.006687179,-0.015176797,-0.633984544,0.000000000,0.000004373,-0.000040129,-0.000419373
0.007999279,-0.000120000,-0.000145945,-0.145665077,-0.849624901,0.000057000,-0.000935080,0.002128504,0.189659113,-0.006802000,-0.008768759,-0.033214104,1.347297641,0.424820006,0.351170078,0.352160281,2.137529341,-0.396499991,-0.381235951,-0.373086574,-0.499500661,0.000000000,0.000011417,0.001990175,0.005117384,0.000000000,-0.000009990,0.000167609,0.000173088,0.000000000,0.000905003,-0.002839573,-0.194113867,0.000000000,0.006077299,-0.021893240,-1.241690153,0.000000000,0.012389541,-0.009645048,-0.717888368,0.000000000,0.006658315,-0.014432142,-0.632692133,0.000000000,0.000004321,-0.000025727,-0.000327842
0.009999099,-0.000148000,-0.000144931,0.000506716,0.826501533,0.000069000,-0.000927330,0.003875164,0.233849110,-0.006792000,-0.008833974,-0.032607111,1.310311257,0.424802989,0.351867481,0.348701143,2.148942526,-0.396566004,-0.381947096,-0.355572596,-0.481975220,0.000000000,0.000007277,-0.002069967,-0.006811965,0.000000000,-0.000009623,0.000183111,0.000116984,0.000000000,0.000899307,-0.002848327,-0.193014400,0.000000000,0.006033711,-0.021794234,-1.232238642,0.000000000,0.012369610,-0.009965056,-0.714028341,0.000000000,0.006631022,-0.013646513,-0.631892016,0.000000000,0.000004212,-0.000054761,-0.000363585
0.011998918,-0.000176000,0.000145163,0.145047285,-0.003192589,0.000079000,-0.000920171,0.003579315,0.195549358,-0.006781000,-0.008895658,-0.030842117,1.317960961,0.424784988,0.352551786,0.342152497,2.128403777,-0.396634012,-0.382617467,-0.335185551,-0.466567086,0.000000000,0.000007769,0.000245830,0.005149421,0.000000000,-0.000009260,0.000181443,-0.000009716,0.000000000,0.000893640,-0.002833192,-0.191197162,0.000000000,0.005990415,-0.021647677,-1.222088256,0.000000000,0.012348942,-0.010334395,-0.710494839,0.000000000,0.006605357,-0.012832154,-0.631367191,0.000000000,0.000004124,-0.000043795,-0.000269972
0.013998738,-0.000202000,-0.000145128,-0.145145673,-0.854475871,0.000089000,-0.000916364,0.001903197,0.203048802,-0.006769000,-0.008951941,-0.028141506,1.298698648,0.424766988,0.353218739,0.333476515,2.130590420,-0.396703988,-0.383245028,-0.313780705,-0.463649716,0.000000000,0.000012038,0.002134466,-0.001484080,0.000000000,-0.000008916,0.000172095,-0.000038966,0.000000000,0.000888010,-0.002815222,-0.189928845,0.000000000,0.005947392,-0.021511849,-1.213096757,0.000000000,0.012327613,-0.010664185,-0.706564029,0.000000000,0.006581269,-0.012044370,-0.631088649,0.000000000,0.000004017,-0.000053677,-0.000292299
0.015998558,-0.000228000,-0.000144677,0.000225465,0.814736709,0.000097000,-0.000908948,0.003708101,0.242721412,-0.006755000,-0.009007148,-0.027603404,1.257022669,0.424748003,0.353878649,0.329955202,2.148994204,-0.396777004,-0.383835054,-0.295012852,-0.468151306,0.000000000,0.000007262,-0.002388247,-0.007284911,0.000000000,-0.000008599,0.000158449,-0.000022789,0.000000000,0.000882369,-0.002820516,-0.188734896,0.000000000,0.005904612,-0.021389764,-1.203939761,0.000000000,0.012305699,-0.010957236,-0.702872680,0.000000000,0.006558741,-0.011263903,-0.630893792,0.000000000,0.000003860,-0.000078617,-0.000253354
0.017998378,-0.000252000,0.000144725,0.144701243,-0.010156562,0.000104000,-0.000902108,0.003420109,0.202062221,-0.006740000,-0.009059103,-0.025977524,1.264523053,0.424728990,0.354525962,0.323656467,2.131141325,-0.396851003,-0.384384832,-0.274889248,-0.469256693,0.000000000,0.000007380,0.000059358,0.006055899,0.000000000,-0.000008340,0.000129914,0.000020600,0.000000000,0.000876764,-0.002802679,-0.187011720,0.000000000,0.005862155,-0.021228413,-1.194541337,0.000000000,0.012283142,-0.011278145,-0.699405442,0.000000000,0.006537717,-0.010511969,-0.630835886,0.000000000,0.000003737,-0.000061524,-0.000166559
